datetime,trade_code,open,high,low,close,volume,amount,chg,pctchg
2003/5/27,000001.SH,1572.308,1575.626,1558.126,1568.341,1411905000,11943883604,-1.171,-0.074609
2003/5/28,000001.SH,1569.328,1576.624,1549.062,1551.811,1501550300,12327754760,-16.53,-1.05398
2003/5/29,000001.SH,1549.052,1568.542,1543.341,1568.156,1481431800,13201451393,16.345,1.053285
2003/5/30,000001.SH,1570.92,1581.612,1567.28,1576.261,1614687600,14361624603,8.105,0.516849
2003/6/2,000001.SH,1577.987,1578.868,1564.611,1576.528,1166830400,10435779816,0.267,0.016939
2003/6/3,000001.SH,1577.078,1582.412,1561.082,1562.237,1110301100,9857029202,-14.291,-0.906486
2003/6/4,000001.SH,1560.667,1574.768,1546.621,1574.111,1427534400,11358710261,11.874,0.760064
2003/6/5,000001.SH,1575.308,1575.635,1555.449,1556.249,1184987400,9372022830,-17.862,-1.134736
2003/6/6,000001.SH,1553.195,1557.763,1538.097,1538.92,1052004100,8939566321,-17.329,-1.113511
2003/6/9,000001.SH,1536.273,1548.141,1527.835,1530.215,982743800,7675308826,-8.705,-0.565656
2003/6/10,000001.SH,1529.533,1541.386,1529.515,1538.762,679068800,5763121188,8.547,0.558549
2003/6/11,000001.SH,1540.716,1566.902,1540.704,1565.84,1311754200,9219856179,27.078,1.759726
2003/6/12,000001.SH,1566.921,1569.126,1556.529,1562.106,820729700,6731850730,-3.734,-0.238466
2003/6/13,000001.SH,1562.609,1572.413,1560.301,1566.766,968125900,7773022472,4.66,0.298315
2003/6/16,000001.SH,1568.188,1569.547,1555.372,1559.705,804094100,6785720363,-7.061,-0.450674
2003/6/17,000001.SH,1559.122,1564.945,1552.434,1557.175,719165900,6256299111,-2.53,-0.16221
2003/6/18,000001.SH,1556.894,1565.917,1552.829,1553.877,872893200,6960588641,-3.298,-0.211794
2003/6/19,000001.SH,1554.016,1557.376,1530.376,1538.754,993741200,7680199292,-15.123,-0.973243
2003/6/20,000001.SH,1537.498,1542.417,1528.301,1529.47,664879500,5497994821,-9.284,-0.603345
2003/6/23,000001.SH,1524.577,1524.909,1509.434,1511.365,733954400,5783695953,-18.105,-1.183743
2003/6/24,000001.SH,1509.107,1515.843,1504.724,1512.429,636944900,5143549617,1.064,0.0704
2003/6/25,000001.SH,1512.487,1515.923,1498.958,1502.077,682232600,5521081396,-10.352,-0.684462
2003/6/26,000001.SH,1500.343,1517.208,1486.081,1515.375,930009900,7819104599,13.298,0.885307
2003/6/27,000001.SH,1516.814,1516.866,1494.445,1497.054,768706900,6391161366,-18.321,-1.209008
2003/6/30,000001.SH,1493.69,1500.969,1483.686,1486.024,578042000,4709755250,-11.03,-0.73678
2003/7/1,000001.SH,1485.521,1502.571,1482.82,1484.704,663315800,5431241062,-1.32,-0.088828
2003/7/2,000001.SH,1485.445,1499.971,1477.873,1499.682,674917600,5600177196,14.978,1.008821
2003/7/3,000001.SH,1501.903,1507.706,1497.742,1504.436,651391600,5884867259,4.754,0.317001
2003/7/4,000001.SH,1504.597,1510.172,1497.462,1502.349,631298900,5511205834,-2.087,-0.138723
2003/7/7,000001.SH,1500.851,1503.81,1490.967,1501.484,595119800,5218392706,-0.865,-0.057577
2003/7/8,000001.SH,1501.621,1513.554,1500.98,1512.019,651908200,5518777312,10.535,0.701639
2003/7/9,000001.SH,1512.338,1513.277,1499.337,1503.314,548126100,4668417802,-8.705,-0.57572
2003/7/10,000001.SH,1503.509,1532.192,1501.709,1531.927,1332922000,11007500869,28.613,1.903328
2003/7/11,000001.SH,1532.641,1535.975,1523.244,1528.854,874244400,7879258327,-3.073,-0.200597
2003/7/14,000001.SH,1528.393,1529.329,1519.119,1521.414,612011300,5530841381,-7.44,-0.486639
2003/7/15,000001.SH,1521.564,1531.004,1516.893,1525.439,711290100,6279063097,4.025,0.264557
2003/7/16,000001.SH,1525.499,1529.817,1520.412,1529.491,708517700,6059993758,4.052,0.265628
2003/7/17,000001.SH,1529.972,1540.194,1529.356,1539.358,1287354500,10785932564,9.867,0.645117
2003/7/18,000001.SH,1539.049,1539.061,1506.487,1507.162,1138017500,9507637279,-32.196,-2.091521
2003/7/21,000001.SH,1501.39,1504.708,1483.573,1495.885,1010918400,8170413558,-11.277,-0.748227
2003/7/22,000001.SH,1499.893,1510.308,1485.464,1498.485,885090500,7503321472,2.6,0.17381
2003/7/23,000001.SH,1499.307,1505.312,1491.664,1502.148,684621000,5782129198,3.663,0.244447
2003/7/24,000001.SH,1503.058,1503.381,1491.199,1493.451,649427800,5308249011,-8.697,-0.578971
2003/7/25,000001.SH,1494.578,1502.639,1471.286,1477.651,1445826400,9167774180,-15.8,-1.057952
2003/7/28,000001.SH,1474.736,1474.743,1464.866,1470.393,652274500,4889320258,-7.258,-0.491185
2003/7/29,000001.SH,1470.392,1480.584,1469.933,1477.296,549781400,4320293259,6.903,0.469466
2003/7/30,000001.SH,1477.414,1483.067,1468.822,1479.652,655208100,4799666056,2.356,0.159481
2003/7/31,000001.SH,1480.013,1482.598,1474.14,1476.742,556584900,4421883089,-2.91,-0.196668
2003/8/1,000001.SH,1476.47,1478.359,1464.978,1476.969,629808600,5162564778,0.227,0.015372
2003/8/4,000001.SH,1476.824,1494.416,1471.89,1494.365,745197000,6153817171,17.396,1.177818
2003/8/5,000001.SH,1494.486,1497.008,1488.967,1494.312,569134100,4665759245,-0.053,-0.003547
2003/8/6,000001.SH,1493.026,1493.389,1482.685,1486.252,550864900,4448954468,-8.06,-0.539379
2003/8/7,000001.SH,1485.741,1497.102,1485.062,1487.37,567216300,4594459639,1.118,0.075223
2003/8/8,000001.SH,1487.166,1487.408,1468.438,1471.272,713007800,5593953356,-16.098,-1.082313
2003/8/11,000001.SH,1469.262,1474.723,1462.724,1474.413,453311800,3638653754,3.141,0.213489
2003/8/12,000001.SH,1473.987,1484.585,1472.388,1479.283,407515700,3366786634,4.87,0.330301
2003/8/13,000001.SH,1479.669,1481.115,1465.06,1465.827,472249900,3832808678,-13.456,-0.90963
2003/8/14,000001.SH,1464.381,1475.022,1451.608,1455.899,706450400,6022836900,-9.928,-0.677297
2003/8/15,000001.SH,1454.684,1457.633,1447.11,1450.203,668251100,5501424369,-5.696,-0.391236
2003/8/18,000001.SH,1449.668,1451.666,1442.481,1445.089,499586800,3794832380,-5.114,-0.35264
2003/8/19,000001.SH,1444.659,1453.446,1444.23,1449.712,465854800,3740258096,4.623,0.319911
2003/8/20,000001.SH,1449.496,1450.471,1432.753,1441.664,556370400,4274520614,-8.048,-0.555145
2003/8/21,000001.SH,1441.776,1442.858,1434.313,1441.09,579425300,4459391164,-0.574,-0.039815
2003/8/22,000001.SH,1438.786,1446.276,1436.902,1438.883,511895100,4231810067,-2.207,-0.153148
2003/8/25,000001.SH,1434.212,1434.212,1419.263,1422.176,563205200,4526771681,-16.707,-1.161109
2003/8/26,000001.SH,1420.854,1428.413,1417.832,1425.212,492459300,3931834803,3.036,0.213476
2003/8/27,000001.SH,1425.145,1432.35,1420.354,1425.362,444661500,3588760815,0.15,0.010525
2003/8/28,000001.SH,1425.734,1428.346,1414.879,1415.693,474849500,4064544875,-9.669,-0.678354
2003/8/29,000001.SH,1414.414,1422.351,1406.681,1421.983,571402300,4651512159,6.29,0.444305
2003/9/1,000001.SH,1423.353,1450.041,1420.123,1449.816,898975000,7521634486,27.833,1.957337
2003/9/2,000001.SH,1450.506,1456.553,1442.009,1446.512,898159900,8253647539,-3.304,-0.227891
2003/9/3,000001.SH,1446.278,1451.225,1438.693,1447.85,737254400,6436390511,1.338,0.092498
2003/9/4,000001.SH,1447.765,1453.429,1443.383,1447.425,724587300,6053828727,-0.425,-0.029354
2003/9/5,000001.SH,1446.937,1446.975,1424.168,1431.533,809324900,6868727894,-15.892,-1.09795
2003/9/8,000001.SH,1429.463,1429.56,1421.141,1425.727,605604600,4938644957,-5.806,-0.405579
2003/9/9,000001.SH,1424.693,1429.711,1414.882,1420.074,625537500,4910830023,-5.653,-0.396499
2003/9/10,000001.SH,1419.519,1424.774,1415.723,1423.177,506455400,4221440608,3.103,0.21851
2003/9/11,000001.SH,1422.9,1429.555,1421.821,1423.96,437218200,3698296701,0.783,0.055018
2003/9/12,000001.SH,1426.34,1426.806,1407.952,1409.162,1006516700,7723812494,-14.798,-1.039215
2003/9/15,000001.SH,1407.807,1416.076,1394.269,1397.54,708665400,5490225177,-11.622,-0.824745
2003/9/16,000001.SH,1396.753,1406.723,1389.486,1406.104,666401800,5166490998,8.564,0.612791
2003/9/17,000001.SH,1406.248,1406.367,1386.781,1389.822,608860200,4689274264,-16.282,-1.157951
2003/9/18,000001.SH,1388.092,1395.201,1383.4,1390.485,580695400,4463281940,0.663,0.047704
2003/9/19,000001.SH,1390.84,1395.603,1383.717,1391.37,549841700,4206400660,0.885,0.063647
2003/9/22,000001.SH,1392.897,1395.069,1378.323,1381.443,488818700,3898377918,-9.927,-0.713469
2003/9/23,000001.SH,1380.849,1390.351,1372.854,1390.174,596893400,4643057198,8.731,0.63202
2003/9/24,000001.SH,1391.404,1396.945,1386.788,1394.229,591952200,4575963839,4.055,0.29169
2003/9/25,000001.SH,1394.494,1394.737,1374.791,1376.291,478096900,3790629057,-17.938,-1.286589
2003/9/26,000001.SH,1374.602,1377.871,1367.746,1370.843,454288900,3656181295,-5.448,-0.395847
2003/9/29,000001.SH,1369.437,1369.477,1353.245,1355.335,487950800,3754180507,-15.508,-1.131275
2003/9/30,000001.SH,1354.648,1371.073,1348.222,1367.161,605960700,4514469154,11.826,0.872552
2003/10/8,000001.SH,1366.201,1373.081,1359.497,1371.685,432480500,3015619120,4.524,0.330905
2003/10/9,000001.SH,1371.681,1379.99,1367.65,1369.174,556915900,3687240590,-2.511,-0.18306
2003/10/10,000001.SH,1369.004,1406.002,1367.109,1404.008,1261199200,8584679533,34.834,2.544162
2003/10/13,000001.SH,1405.329,1411.88,1397.693,1399.658,846499500,6112852822,-4.35,-0.309827
2003/10/14,000001.SH,1399.843,1400.747,1382.481,1388.172,636749000,4539976675,-11.486,-0.820629
2003/10/15,000001.SH,1388.245,1401.537,1380.808,1383.098,671017300,4772950999,-5.074,-0.365517
2003/10/16,000001.SH,1381.46,1382.532,1362.983,1365.505,585887500,4463240874,-17.593,-1.272
2003/10/17,000001.SH,1365.313,1375.656,1362.415,1370.582,528554800,3893038824,5.077,0.371804
2003/10/20,000001.SH,1369.711,1370.487,1355.552,1359.498,535722900,3759461605,-11.084,-0.808708
2003/10/21,000001.SH,1359.51,1364.605,1350.208,1364.301,697888200,4787531285,4.803,0.353292
2003/10/22,000001.SH,1366.105,1403.101,1363.092,1398.01,1499177000,10377948290,33.709,2.470789
2003/10/23,000001.SH,1398.587,1407.39,1384.639,1386.653,1006761100,7122411367,-11.357,-0.812369
2003/10/24,000001.SH,1385.898,1389.875,1376.714,1381.83,880202200,6222542416,-4.823,-0.347816
2003/10/27,000001.SH,1381.836,1383.597,1361.191,1369.463,798650700,5789548930,-12.367,-0.894973
2003/10/28,000001.SH,1365.998,1382.597,1356.488,1369.325,1014426400,6789754760,-0.138,-0.010077
2003/10/29,000001.SH,1372.346,1375.91,1344.423,1361.487,1315907300,9378462740,-7.838,-0.572399
2003/10/30,000001.SH,1360.018,1360.068,1340.292,1344.633,878705900,5985314885,-16.854,-1.237911
2003/10/31,000001.SH,1341.504,1364.663,1334.784,1348.303,998747800,6598744655,3.67,0.272937
2003/11/3,000001.SH,1346.481,1367.336,1339.958,1364.055,1053793000,6758509830,15.752,1.168283
2003/11/4,000001.SH,1363.957,1412.91,1363.901,1389.545,2387840100,15740351617,25.49,1.868693
2003/11/5,000001.SH,1389.72,1396.86,1375.992,1385.11,1460498200,9346963512,-4.435,-0.319169
2003/11/6,000001.SH,1384.67,1385.844,1351.095,1356.79,1650521700,10778479931,-28.32,-2.044603
2003/11/7,000001.SH,1353.43,1353.454,1323.118,1335.205,1448425000,9370418520,-21.585,-1.590887
2003/11/10,000001.SH,1330.957,1340.867,1322.048,1340.097,830979000,5548321466,4.892,0.366386
2003/11/11,000001.SH,1340.32,1350.387,1331.117,1343.616,903908000,5906508379,3.519,0.262593
2003/11/12,000001.SH,1341.569,1341.578,1316.847,1317.792,951488700,6200651570,-25.824,-1.921978
2003/11/13,000001.SH,1313.929,1324.983,1307.395,1319.608,837039100,5456608533,1.816,0.137806
2003/11/14,000001.SH,1318.722,1331.421,1312.788,1331.051,750795400,4940258695,11.443,0.867151
2003/11/17,000001.SH,1330.487,1333.414,1323.682,1328.103,586150000,3907009492,-2.948,-0.221479
2003/11/18,000001.SH,1334.654,1336.099,1314.987,1316.562,1475535900,9385899847,-11.541,-0.868984
2003/11/19,000001.SH,1313.836,1341.563,1312.562,1338.87,1020800300,6767137465,22.308,1.694413
2003/11/20,000001.SH,1338.604,1377.118,1336.14,1376.506,2039041500,13279890928,37.636,2.811027
2003/11/21,000001.SH,1379.937,1394.568,1359.902,1361.559,2008834500,13213181209,-14.947,-1.085865
2003/11/24,000001.SH,1360.328,1404.247,1360.231,1404.008,1845059100,12336724800,42.449,3.117676
2003/11/25,000001.SH,1407.755,1423.582,1400.899,1408.415,2521353300,17502878792,4.407,0.313887
2003/11/26,000001.SH,1407.302,1413.769,1398.032,1411.909,1657454700,11468125152,3.494,0.24808
2003/11/27,000001.SH,1412.308,1415.74,1387.787,1389.103,1496134900,10217130292,-22.806,-1.61526
2003/11/28,000001.SH,1388.312,1401.463,1385.818,1397.225,1200490900,8451705659,8.122,0.584694
2003/12/1,000001.SH,1398.706,1432.821,1398.706,1432.703,1813416700,12584203039,35.478,2.539176
2003/12/2,000001.SH,1437.24,1444.565,1430.237,1435.314,1944654200,13336005095,2.611,0.182243
2003/12/3,000001.SH,1434.697,1462.073,1424.349,1445.026,2145655500,14797767736,9.712,0.676646
2003/12/4,000001.SH,1445.4,1454.323,1440.82,1452.809,1829545400,13368886968,7.783,0.538606
2003/12/5,000001.SH,1454.413,1456.866,1440.789,1451.118,1494675900,10633741010,-1.691,-0.116395
2003/12/8,000001.SH,1452.113,1459.48,1435.139,1436.663,1326591300,9186330780,-14.455,-0.996129
2003/12/9,000001.SH,1435.099,1443.61,1429.064,1443.366,1090227300,7874664948,6.703,0.466567
2003/12/10,000001.SH,1449.567,1469.713,1448.497,1469.422,1995047900,14227133362,26.056,1.805225
2003/12/11,000001.SH,1472.385,1475.377,1460.193,1470.023,1849237200,13753307727,0.601,0.0409
2003/12/12,000001.SH,1469.702,1472.864,1459.549,1470.792,1471202100,10809049651,0.769,0.052312
2003/12/15,000001.SH,1471.244,1474.671,1465.505,1470.357,1101623200,8211120001,-0.435,-0.029576
2003/12/16,000001.SH,1469.119,1469.119,1441.063,1466.337,1608147000,11365395990,-4.02,-0.273403
2003/12/17,000001.SH,1465.606,1480.433,1453.883,1453.995,1684690900,12189970119,-12.342,-0.841689
2003/12/18,000001.SH,1450.854,1458.671,1445.08,1457.301,1399933200,10424715509,3.306,0.227374
2003/12/19,000001.SH,1463.448,1470.206,1429.71,1446.285,2364808300,16958311650,-11.016,-0.755918
2003/12/22,000001.SH,1444.173,1493.535,1441.585,1492.963,2646977800,19673211092,46.678,3.227441
2003/12/23,000001.SH,1497.572,1507.035,1487.115,1500.64,2439581800,17459588266,7.677,0.514212
2003/12/24,000001.SH,1501.355,1514.317,1498.98,1513.825,2047378600,15566224520,13.185,0.878625
2003/12/25,000001.SH,1514.929,1525.299,1504.252,1512.597,2051674400,15161349343,-1.228,-0.081119
2003/12/26,000001.SH,1513.113,1516.483,1504.133,1514.775,1573738400,12143883685,2.178,0.143991
2003/12/29,000001.SH,1509.281,1512.975,1495.535,1496.427,1407303400,10447007003,-18.348,-1.211269
2003/12/30,000001.SH,1495.669,1513.728,1495.391,1511.691,1517657500,11547472687,15.264,1.02003
2003/12/31,000001.SH,1513.616,1516.523,1491.248,1497.044,1456238400,11149813605,-14.647,-0.968915
2004/1/2,000001.SH,1492.724,1526.244,1491.694,1517.193,1668052800,12531961031,20.149,1.345919
2004/1/5,000001.SH,1516.797,1568.815,1516.697,1568.353,2857300600,21464334830,51.16,3.372017
2004/1/6,000001.SH,1568.899,1589.083,1557.927,1574.523,3269822900,24071373000,6.17,0.393406
2004/1/7,000001.SH,1574.102,1594.997,1565.087,1587.204,3053040800,23081933933,12.681,0.805387
2004/1/8,000001.SH,1587.451,1616.576,1582.88,1610.126,2844059300,22109284268,22.922,1.444175
2004/1/9,000001.SH,1612.39,1618.764,1579.686,1581.466,3206866800,25029921845,-28.66,-1.779985
2004/1/12,000001.SH,1579.875,1619.094,1573.77,1618.518,2298414100,18516250786,37.052,2.342889
2004/1/13,000001.SH,1622.047,1627.486,1596.718,1612.683,2593363200,20596110973,-5.835,-0.360515
2004/1/14,000001.SH,1612.916,1613.153,1585.906,1592.423,2049987500,15658247615,-20.26,-1.256292
2004/1/15,000001.SH,1591.818,1601.414,1582.357,1586.493,1876196600,14540641985,-5.93,-0.372388
2004/1/16,000001.SH,1589.377,1604.756,1579.241,1600.425,2052893300,16190878965,13.932,0.878163
2004/1/29,000001.SH,1605.247,1629.178,1603.314,1628.837,1847930400,14918171729,28.412,1.775278
2004/1/30,000001.SH,1631.11,1634.413,1589.401,1590.729,2406213000,19061625544,-38.108,-2.339583
2004/2/2,000001.SH,1630.654,1650.291,1585.958,1623.88,3458830000,27005597668,33.151,2.084013
2004/2/3,000001.SH,1625.288,1650.236,1615.813,1649.282,2658422400,21164115374,25.402,1.564278
2004/2/4,000001.SH,1652.614,1685.765,1652.613,1685.159,3256490100,26611897411,35.877,2.17531
2004/2/5,000001.SH,1690.938,1693.9,1674.623,1693.428,3263004900,26337210816,8.269,0.490696
2004/2/6,000001.SH,1690.559,1705.908,1671.396,1679.193,3389595400,26840607054,-14.235,-0.840603
2004/2/9,000001.SH,1679.581,1703.772,1679.096,1703.529,2617974300,21366236545,24.336,1.449268
2004/2/10,000001.SH,1708.896,1715.464,1683.596,1691.009,2746535700,22258809465,-12.52,-0.734945
2004/2/11,000001.SH,1691.608,1692.902,1660.009,1677.759,2657791700,20943277467,-13.25,-0.783556
2004/2/12,000001.SH,1679.081,1693.013,1660.313,1663.832,2712235300,21718092966,-13.927,-0.830095
2004/2/13,000001.SH,1664.603,1672.439,1653.24,1658.539,2269776200,18580437128,-5.293,-0.318121
2004/2/16,000001.SH,1661.452,1697.26,1661.445,1696.827,2299110600,19420663809,38.288,2.308538
2004/2/17,000001.SH,1701.409,1710.857,1693.965,1703.774,2975420900,25884237639,6.947,0.409411
2004/2/18,000001.SH,1704.745,1719.888,1697.317,1717.096,2921837500,25488156805,13.322,0.781911
2004/2/19,000001.SH,1719.309,1728.022,1710.705,1717.015,2733878100,23640127896,-0.081,-0.004717
2004/2/20,000001.SH,1715.806,1722.574,1702.929,1721.752,2340915900,19954141368,4.737,0.275886
2004/2/23,000001.SH,1725.594,1730.279,1680.893,1681.654,2856297500,23885964535,-40.098,-2.328907
2004/2/24,000001.SH,1675.635,1683.043,1650.177,1682.297,2699938100,21955399418,0.643,0.038236
2004/2/25,000001.SH,1684.902,1700.498,1642.691,1647.381,2458620500,20221345452,-34.916,-2.075496
2004/2/26,000001.SH,1642.409,1655.295,1628.84,1654.898,2311168400,18267056616,7.517,0.4563
2004/2/27,000001.SH,1657.262,1675.323,1657.039,1675.067,1970836300,16461930207,20.169,1.218746
2004/3/1,000001.SH,1676.222,1690.07,1661.339,1689.76,1999017800,17093334922,14.693,0.877159
2004/3/2,000001.SH,1692.616,1694.815,1677.979,1687.278,2050750300,17387185256,-2.482,-0.146885
2004/3/3,000001.SH,1686.964,1688.935,1654.564,1661.812,1923997400,15950583165,-25.466,-1.509295
2004/3/4,000001.SH,1658.634,1670.156,1642.625,1668.874,1788542900,14706938122,7.062,0.424958
2004/3/5,000001.SH,1671.061,1675.026,1660.213,1662.096,1607556900,13261255967,-6.778,-0.406142
2004/3/8,000001.SH,1660.642,1665.728,1635.438,1637.144,1563918500,12839133241,-24.952,-1.501237
2004/3/9,000001.SH,1636.206,1659.647,1634.71,1637.099,1622245700,12679282772,-0.045,-0.002749
2004/3/10,000001.SH,1639.68,1678.403,1639.68,1678.073,1655457400,13186223791,40.974,2.502842
2004/3/11,000001.SH,1680.313,1698.781,1672.668,1691.643,1850337800,15692468661,13.57,0.808666
2004/3/12,000001.SH,1692.87,1699.249,1680.452,1694.743,1597543900,13584364985,3.1,0.183254
2004/3/15,000001.SH,1696.942,1738.984,1696.824,1736.22,2520017200,21671367758,41.477,2.447392
2004/3/16,000001.SH,1741.623,1747.981,1730.735,1745.543,2217625000,19179496361,9.323,0.536971
2004/3/17,000001.SH,1746.74,1750.713,1730.266,1745.098,1909061500,16477156978,-0.445,-0.025493
2004/3/18,000001.SH,1746.176,1755.101,1714.9,1717.26,2099120500,17664375230,-27.838,-1.595211
2004/3/19,000001.SH,1715.473,1748.187,1710.836,1747.872,1772125900,14878384795,30.612,1.782607
2004/3/22,000001.SH,1749.709,1760.076,1742.372,1755.685,1758586800,14974710077,7.813,0.447001
2004/3/23,000001.SH,1755.321,1755.332,1731.489,1741.695,1848360500,15877938081,-13.99,-0.79684
2004/3/24,000001.SH,1740.89,1752.418,1729.511,1740.054,1782155400,15500502396,-1.641,-0.094219
2004/3/25,000001.SH,1737.488,1751.813,1725.984,1736.477,1618544100,13817952288,-3.577,-0.205568
2004/3/26,000001.SH,1737.058,1741.565,1720.876,1734.047,1639196200,14593097295,-2.43,-0.139939
2004/3/29,000001.SH,1734.59,1740.305,1717.864,1719.674,1643088100,14358914112,-14.373,-0.82887
2004/3/30,000001.SH,1718.783,1727.178,1711.664,1724.277,1374627800,12300178210,4.603,0.267667
2004/3/31,000001.SH,1726.569,1745.703,1724.21,1741.623,1614404300,14187231889,17.346,1.005987
2004/4/1,000001.SH,1744.709,1758.982,1741.33,1758.147,1796814600,16084637838,16.524,0.94877
2004/4/2,000001.SH,1760.467,1771.672,1756.653,1768.645,2128540100,18900257026,10.498,0.597106
2004/4/5,000001.SH,1771.737,1774.12,1753.713,1766.483,2376120600,21645503890,-2.162,-0.12224
2004/4/6,000001.SH,1767.322,1777.744,1754.741,1777.516,2305570500,20784275542,11.033,0.624574
2004/4/7,000001.SH,1779.427,1783.007,1771.13,1774.552,2237267100,20473708013,-2.964,-0.16675
2004/4/8,000001.SH,1774.398,1778.095,1765.022,1770.279,2236884800,20656152813,-4.273,-0.240793
2004/4/9,000001.SH,1770.911,1778.22,1721.59,1727.348,2441406000,22170520197,-42.931,-2.425098
2004/4/12,000001.SH,1717.203,1729.622,1702.4,1722.986,1844341900,16316105340,-4.362,-0.252526
2004/4/13,000001.SH,1724.578,1734.918,1710.391,1715.136,1910027600,16730360278,-7.85,-0.455604
2004/4/14,000001.SH,1714.526,1716.82,1678.336,1697.156,1952741400,16834938135,-17.98,-1.048313
2004/4/15,000001.SH,1697.244,1705.017,1674.911,1679.076,1513868400,12962215891,-18.08,-1.065312
2004/4/16,000001.SH,1678.972,1694.557,1656.302,1693.861,1751544300,14467179283,14.785,0.880544
2004/4/19,000001.SH,1695.333,1698.691,1672.354,1675.885,1379201500,11694357481,-17.976,-1.061244
2004/4/20,000001.SH,1674.363,1682.05,1659.946,1669.422,1286166400,11079449273,-6.463,-0.385647
2004/4/21,000001.SH,1669.382,1675.36,1645.078,1651.577,1524723500,12293836119,-17.845,-1.068933
2004/4/22,000001.SH,1649.051,1659.791,1637.29,1657.785,1255046300,10241894060,6.208,0.375883
2004/4/23,000001.SH,1653.944,1653.99,1632.559,1635.501,1226155200,9802429154,-22.284,-1.344203
2004/4/26,000001.SH,1633.269,1644.502,1623.049,1635.499,1021256400,8296342062,-0.002,-0.000122
2004/4/27,000001.SH,1636.438,1640.695,1608.811,1611.86,1273921500,10412613734,-23.639,-1.445369
2004/4/28,000001.SH,1606.421,1615.143,1589.1,1606.801,1250021500,10169454960,-5.059,-0.313861
2004/4/29,000001.SH,1605.302,1613.555,1578.094,1579.447,1342574400,10990144354,-27.354,-1.702389
2004/4/30,000001.SH,1579.966,1599.561,1572.23,1595.587,1241838000,9950046172,16.14,1.021877
2004/5/10,000001.SH,1600.626,1603.074,1555.26,1560.215,818091400,6320908281,-35.372,-2.216864
2004/5/11,000001.SH,1556.717,1570.761,1545.631,1568.059,774439800,6118224480,7.844,0.502751
2004/5/12,000001.SH,1568.409,1604.424,1564.139,1603.768,1098557100,8683936914,35.709,2.277274
2004/5/13,000001.SH,1605.704,1606.072,1589.458,1597.57,886566200,7298789887,-6.198,-0.386465
2004/5/14,000001.SH,1596.734,1597.319,1558.538,1562.688,941145400,7340282201,-34.882,-2.183441
2004/5/17,000001.SH,1556.673,1562.392,1537.466,1539.959,840133900,6490719274,-22.729,-1.454481
2004/5/18,000001.SH,1537.338,1555.859,1526.238,1555.442,1205332000,9771755650,15.483,1.005416
2004/5/19,000001.SH,1559.262,1575.378,1548.161,1558.287,1248855400,9588837589,2.845,0.182906
2004/5/20,000001.SH,1556.685,1571.303,1542.219,1549.061,915000600,7063731107,-9.226,-0.59206
2004/5/21,000001.SH,1548.563,1559.859,1545.619,1558.33,843808600,6357027239,9.269,0.598362
2004/5/24,000001.SH,1559.552,1562.332,1547.359,1550.348,746034200,5981192678,-7.982,-0.512215
2004/5/25,000001.SH,1549.021,1549.588,1516.345,1518.045,918944800,7048290558,-32.303,-2.083597
2004/5/26,000001.SH,1515.156,1529.914,1508.645,1524.436,740656900,5533020251,6.391,0.421002
2004/5/27,000001.SH,1524.943,1559.551,1515.973,1557.178,1226855200,9268049514,32.742,2.147811
2004/5/28,000001.SH,1558.416,1561.004,1545.648,1548.722,852679000,6628512830,-8.456,-0.543034
2004/5/31,000001.SH,1549.031,1556.794,1544.713,1555.906,731838100,5586197146,7.184,0.463866
2004/6/1,000001.SH,1555.562,1579.82,1553.118,1579.658,1299153100,11035326080,23.752,1.52657
2004/6/2,000001.SH,1580.209,1580.57,1562.239,1567.067,1366455200,11697217652,-12.591,-0.797071
2004/6/3,000001.SH,1566.421,1566.828,1540.741,1543.527,1129777300,9216851626,-23.54,-1.502169
2004/6/4,000001.SH,1541.093,1549.496,1534.992,1542.086,1047602400,8151322965,-1.441,-0.093358
2004/6/7,000001.SH,1538.463,1538.499,1508.874,1517.145,912521700,7066976039,-24.941,-1.617355
2004/6/8,000001.SH,1514.783,1519.991,1488.63,1493.814,1001392800,7770319393,-23.331,-1.537823
2004/6/9,000001.SH,1492.199,1497.182,1464.16,1468.071,1131524000,8756699954,-25.743,-1.723307
2004/6/10,000001.SH,1465.556,1478.167,1456.321,1468.344,1025490000,7739197766,0.273,0.018596
2004/6/11,000001.SH,1471.689,1499.459,1469.536,1472.072,1037052500,7772181828,3.728,0.253891
2004/6/14,000001.SH,1471.446,1471.446,1431.314,1438.736,1037131600,7593384407,-33.336,-2.264563
2004/6/15,000001.SH,1436.082,1469.571,1433.033,1463.777,994754500,7223726310,25.041,1.740486
2004/6/16,000001.SH,1465.227,1491.686,1452.578,1475.416,1087080200,7844605933,11.639,0.795135
2004/6/17,000001.SH,1475.273,1478.489,1443.534,1445.501,922110200,6783634602,-29.915,-2.027564
2004/6/18,000001.SH,1442.476,1442.48,1411.031,1427.301,992642900,7343849399,-18.2,-1.259079
2004/6/21,000001.SH,1421.828,1434.204,1414.969,1433.467,760722200,5846250559,6.166,0.432004
2004/6/22,000001.SH,1434.416,1456.13,1430.963,1450.683,1066981900,8316544972,17.216,1.201004
2004/6/23,000001.SH,1450.069,1450.109,1428.797,1440.729,829368000,6505749062,-9.954,-0.68616
2004/6/24,000001.SH,1438.311,1447.394,1426.492,1427.754,911814000,6935926260,-12.975,-0.900586
2004/6/25,000001.SH,1426.554,1434.473,1399.391,1401.113,944282900,7064110522,-26.641,-1.865938
